order_id,order_date,ship_mode,segment,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,customer_id
7012,2022-06-20,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10003002,10.0,10.0,2,3,1514
7013,2023-11-17,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10002118,180.0,210.0,1,3,203
7014,2023-07-23,Second Class,Home Office,Furniture,Bookcases,FUR-BO-10001519,140.0,150.0,3,3,711
7015,2023-03-07,Second Class,Corporate,Office Supplies,Appliances,OFF-AP-10002578,140.0,150.0,3,2,4154
7016,2022-07-02,Second Class,Corporate,Technology,Accessories,TEC-AC-10000710,30.0,30.0,2,4,2691
7017,2022-11-06,Second Class,Corporate,Technology,Phones,TEC-PH-10000984,480.0,590.0,3,5,924
7018,2023-07-10,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10000213,10.0,10.0,3,3,2790
7019,2023-10-15,Second Class,Consumer,Office Supplies,Labels,OFF-LA-10003720,30.0,30.0,7,5,4283
7020,2023-11-26,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001837,20.0,20.0,3,5,4230
7021,2023-09-14,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10004661,10.0,10.0,1,5,4051
7022,2023-03-12,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10003274,10.0,10.0,3,2,4186
7023,2023-05-21,Standard Class,Consumer,Technology,Phones,TEC-PH-10000149,120.0,140.0,9,3,2521
7024,2022-07-10,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000019,30.0,30.0,6,4,4204
7025,2022-01-24,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001125,200.0,220.0,9,5,13
7026,2022-10-22,Standard Class,Corporate,Technology,Phones,TEC-PH-10002538,210.0,230.0,6,4,2067
7027,2023-07-18,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10000279,40.0,50.0,4,4,4666
7028,2023-09-07,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10001045,10.0,10.0,2,4,627
7029,2023-12-11,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10003673,30.0,30.0,5,5,774
7030,2023-07-21,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10002562,30.0,30.0,3,2,1288
7031,2022-04-03,Standard Class,Corporate,Technology,Accessories,TEC-AC-10002305,40.0,40.0,2,5,1715
7032,2023-01-03,Standard Class,Corporate,Office Supplies,Art,OFF-AR-10003373,80.0,90.0,3,5,3390
7033,2023-04-14,Standard Class,Corporate,Furniture,Chairs,FUR-CH-10003774,200.0,250.0,3,3,729
7034,2023-07-22,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10001510,50.0,60.0,3,4,4995
7035,2022-02-28,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10004236,30.0,40.0,3,2,1853
7036,2022-12-02,Standard Class,Corporate,Furniture,Chairs,FUR-CH-10004675,490.0,520.0,3,4,507
7037,2023-02-01,Second Class,Consumer,Technology,Copiers,TEC-CO-10004202,460.0,480.0,2,5,3863
7038,2023-04-21,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004255,10.0,10.0,2,2,2754
7039,2022-01-03,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10003896,20.0,20.0,3,4,4609
7040,2022-04-27,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10002276,140.0,170.0,2,2,4304
7041,2023-02-03,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10001617,20.0,20.0,3,4,3380
7042,2022-06-16,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10000308,110.0,120.0,2,3,1134
7043,2022-12-26,Standard Class,Consumer,Technology,Copiers,TEC-CO-10001943,560.0,600.0,5,4,1774
7044,2022-05-03,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10002647,190.0,200.0,4,2,4505
7045,2022-08-29,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10004768,10.0,10.0,2,5,897
7046,2023-01-01,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10002160,10.0,10.0,2,4,3630
7047,2023-02-03,Standard Class,Home Office,Furniture,Tables,FUR-TA-10003748,90.0,100.0,1,2,368
7048,2022-12-01,Standard Class,Home Office,Technology,Accessories,TEC-AC-10001908,330.0,400.0,4,5,2118
7049,2023-09-16,First Class,Consumer,Office Supplies,Paper,OFF-PA-10000552,20.0,20.0,3,4,4437
7050,2022-05-23,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10003179,10.0,10.0,2,4,1658
7051,2022-03-15,Same Day,Consumer,Office Supplies,Binders,OFF-BI-10004593,180.0,210.0,5,2,1427
7052,2022-09-27,Same Day,Consumer,Office Supplies,Art,OFF-AR-10000914,20.0,20.0,2,5,106
7053,2022-02-15,Same Day,Consumer,Office Supplies,Paper,OFF-PA-10000241,30.0,30.0,1,5,811
7054,2023-08-11,Same Day,Consumer,Technology,Accessories,TEC-AC-10000057,100.0,120.0,4,5,2027
7055,2022-06-13,Same Day,Consumer,Furniture,Chairs,FUR-CH-10003774,290.0,360.0,5,3,1699
7056,2022-12-21,Same Day,Consumer,Office Supplies,Binders,OFF-BI-10002824,30.0,40.0,3,5,3131
7057,2022-03-15,Same Day,Consumer,Office Supplies,Binders,OFF-BI-10004001,100.0,120.0,9,2,398
7058,2023-07-29,Same Day,Consumer,Furniture,Tables,FUR-TA-10004619,740.0,890.0,7,2,2787
7059,2022-03-26,Same Day,Consumer,Office Supplies,Storage,OFF-ST-10000636,40.0,50.0,3,2,171
7060,2023-07-23,Same Day,Consumer,Office Supplies,Appliances,OFF-AP-10001469,70.0,80.0,2,2,3244
7061,2022-10-28,Same Day,Consumer,Office Supplies,Binders,OFF-BI-10002897,10.0,10.0,2,3,3508
7062,2023-10-31,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10002432,10.0,10.0,3,5,2127
7063,2022-07-20,Second Class,Consumer,Office Supplies,Envelopes,OFF-EN-10002592,30.0,30.0,3,5,234
7064,2022-03-22,Standard Class,Home Office,Office Supplies,Supplies,OFF-SU-10002522,10.0,10.0,2,3,579
7065,2023-02-05,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10003971,30.0,30.0,3,5,746
7066,2022-06-06,First Class,Corporate,Office Supplies,Storage,OFF-ST-10001496,1110.0,1260.0,7,5,1841
7067,2023-02-07,Standard Class,Home Office,Office Supplies,Paper,OFF-PA-10004782,30.0,40.0,6,3,4694
7068,2022-04-02,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10000343,10.0,10.0,2,2,2712
7069,2022-01-16,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10003591,70.0,80.0,9,5,2727
7070,2023-09-22,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001667,10.0,10.0,1,2,1020
7071,2023-07-03,Second Class,Home Office,Office Supplies,Paper,OFF-PA-10004971,10.0,10.0,2,5,50
7072,2023-03-30,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10001216,10.0,10.0,2,4,4883
7073,2022-08-31,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004355,10.0,10.0,1,2,1128
7074,2022-09-01,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10001953,160.0,180.0,5,2,820
7075,2022-08-23,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004364,10.0,10.0,4,4,28
7076,2022-09-12,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10001165,10.0,10.0,2,2,4604
7077,2023-05-04,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10001141,50.0,50.0,5,2,779
7078,2023-04-30,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000014,20.0,20.0,7,2,3471
7079,2022-12-10,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10000159,290.0,310.0,9,5,327
7080,2023-07-11,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10003560,20.0,20.0,4,4,1843
7081,2023-07-22,Standard Class,Consumer,Furniture,Tables,FUR-TA-10001768,380.0,470.0,3,4,3582
7082,2023-09-19,Standard Class,Consumer,Technology,Accessories,TEC-AC-10002049,950.0,1010.0,3,3,4519
7083,2022-12-23,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10003166,20.0,20.0,5,3,3268
7084,2022-12-22,Second Class,Corporate,Office Supplies,Art,OFF-AR-10003469,10.0,10.0,2,4,525
7085,2022-12-26,Second Class,Corporate,Technology,Phones,TEC-PH-10002549,1400.0,1630.0,9,5,123
7086,2022-04-10,First Class,Corporate,Office Supplies,Binders,OFF-BI-10003476,10.0,10.0,5,3,4441
7087,2023-12-16,First Class,Corporate,Office Supplies,Supplies,OFF-SU-10000157,170.0,190.0,2,2,1232
7088,2023-09-04,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10003123,90.0,100.0,3,3,1243
7089,2023-06-08,Second Class,Consumer,Office Supplies,Art,OFF-AR-10001955,70.0,80.0,4,3,630
7090,2023-05-28,Second Class,Corporate,Technology,Phones,TEC-PH-10001809,100.0,120.0,1,3,4892
7091,2023-05-02,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000474,100.0,110.0,3,3,4292
7092,2023-09-08,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10001205,140.0,160.0,3,4,183
7093,2023-11-21,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10004691,40.0,40.0,2,4,1224
7094,2022-10-04,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004996,50.0,50.0,5,5,2349
7095,2022-12-27,Second Class,Consumer,Technology,Accessories,TEC-AC-10001908,390.0,480.0,6,2,1713
7096,2022-12-05,First Class,Consumer,Office Supplies,Binders,OFF-BI-10000666,120.0,150.0,6,5,1781
7097,2023-05-30,First Class,Consumer,Office Supplies,Binders,OFF-BI-10004318,250.0,280.0,2,2,2320
7098,2023-03-08,First Class,Consumer,Office Supplies,Binders,OFF-BI-10003429,30.0,30.0,5,5,2461
7099,2023-03-20,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10003302,280.0,320.0,9,5,1713
7100,2022-01-02,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10003302,170.0,210.0,6,2,4205
7101,2022-11-14,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10002621,20.0,20.0,3,4,52
7102,2022-09-02,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10000249,20.0,20.0,2,2,4755
7103,2023-10-24,First Class,Consumer,Office Supplies,Binders,OFF-BI-10000050,10.0,10.0,3,3,3216
7104,2023-05-23,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10003805,340.0,420.0,2,4,941
7105,2023-10-18,Second Class,Corporate,Furniture,Chairs,FUR-CH-10000785,710.0,760.0,6,4,792
7106,2022-08-30,Second Class,Corporate,Furniture,Furnishings,FUR-FU-10004909,40.0,40.0,3,4,1822
7107,2023-07-04,Second Class,Corporate,Technology,Accessories,TEC-AC-10001553,100.0,120.0,9,3,3396
7108,2022-09-27,Standard Class,Consumer,Technology,Phones,TEC-PH-10004774,20.0,30.0,2,5,4426
7109,2022-03-11,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10004582,10.0,10.0,2,3,3561
7110,2022-04-03,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000991,400.0,460.0,4,4,2295
7111,2022-03-03,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10002522,10.0,10.0,2,4,2952
7112,2022-09-14,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10004022,60.0,70.0,2,2,2304
7113,2023-02-27,Standard Class,Consumer,Office Supplies,Supplies,OFF-SU-10001218,50.0,50.0,5,4,1804
7114,2022-05-22,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000174,10.0,10.0,2,2,2436
7115,2022-11-10,First Class,Corporate,Furniture,Tables,FUR-TA-10003392,1500.0,1690.0,6,5,4866
7116,2022-06-07,First Class,Corporate,Office Supplies,Binders,OFF-BI-10001890,10.0,10.0,2,4,4494
7117,2023-11-15,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10000167,50.0,60.0,2,4,2600
7118,2023-01-16,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10003784,10.0,10.0,1,3,3606
7119,2022-11-01,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10001184,20.0,20.0,3,2,3197
7120,2023-03-17,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10002103,10.0,10.0,2,2,2446
7121,2023-01-01,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10003091,60.0,70.0,1,4,3582
7122,2023-05-22,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001593,30.0,40.0,7,2,1462
7123,2022-07-09,Standard Class,Consumer,Furniture,Bookcases,FUR-BO-10002598,120.0,140.0,2,3,5010
7124,2022-11-28,Standard Class,Corporate,Furniture,Furnishings,FUR-FU-10000320,10.0,10.0,3,2,955
7125,2022-08-08,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10001815,110.0,140.0,3,2,4621
7126,2023-06-17,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10003971,20.0,20.0,3,5,2349
7127,2023-08-22,Second Class,Consumer,Office Supplies,Art,OFF-AR-10004685,10.0,10.0,3,4,2709
7128,2023-08-09,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001609,20.0,20.0,5,3,4081
7129,2022-12-26,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10000550,20.0,20.0,4,5,1005
7130,2022-07-07,Standard Class,Consumer,Technology,Accessories,TEC-AC-10004209,30.0,40.0,4,3,3010
7131,2022-07-07,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10003022,100.0,120.0,7,5,147
7132,2022-01-24,Standard Class,Home Office,Furniture,Tables,FUR-TA-10001039,250.0,260.0,3,4,5092
7133,2023-11-26,Standard Class,Home Office,Technology,Phones,TEC-PH-10002624,1750.0,1880.0,4,5,540
7134,2023-01-26,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10001473,20.0,30.0,2,4,3117
7135,2023-07-19,Standard Class,Home Office,Technology,Phones,TEC-PH-10001819,90.0,90.0,2,4,4748
7136,2023-04-29,Standard Class,Home Office,Furniture,Chairs,FUR-CH-10004287,710.0,830.0,3,3,4470
7137,2023-02-19,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004728,10.0,10.0,5,5,882
7138,2022-06-14,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10000918,20.0,20.0,2,2,1833
7139,2023-09-04,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004593,50.0,60.0,4,4,99
7140,2023-08-19,Standard Class,Consumer,Furniture,Bookcases,FUR-BO-10001337,230.0,290.0,3,4,963
7141,2022-05-18,Same Day,Consumer,Technology,Accessories,TEC-AC-10002473,100.0,110.0,4,4,5008
7142,2023-02-11,Same Day,Consumer,Furniture,Furnishings,FUR-FU-10003623,130.0,140.0,5,4,4946
7143,2023-05-05,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10002045,100.0,110.0,5,2,376
7144,2022-07-13,Standard Class,Home Office,Technology,Phones,TEC-PH-10002555,690.0,780.0,5,3,3004
7145,2023-01-29,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10002794,10.0,10.0,1,5,3685
7146,2023-08-06,Standard Class,Home Office,Furniture,Tables,FUR-TA-10004086,120.0,150.0,3,5,1020
7147,2023-06-02,Standard Class,Home Office,Office Supplies,Storage,OFF-ST-10004946,30.0,40.0,1,3,2456
7148,2022-12-14,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10000241,80.0,90.0,3,3,2746
7149,2023-10-29,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10004036,50.0,50.0,3,3,2877
7150,2022-12-19,Standard Class,Consumer,Technology,Phones,TEC-PH-10001578,880.0,970.0,3,3,3670
7151,2022-08-14,Standard Class,Home Office,Furniture,Chairs,FUR-CH-10002647,130.0,140.0,2,2,4315
7152,2022-04-27,Second Class,Consumer,Furniture,Tables,FUR-TA-10003008,150.0,180.0,2,2,3362
7153,2022-05-24,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10004071,80.0,90.0,2,4,4971
7154,2023-05-02,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10004980,40.0,50.0,7,4,2923
7155,2022-06-17,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10000747,240.0,280.0,6,4,4838
7156,2023-11-11,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10004492,150.0,160.0,5,3,4485
7157,2022-06-08,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10004055,10.0,10.0,1,2,4890
7158,2023-11-11,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10002485,80.0,90.0,4,5,1174
7159,2022-09-22,Second Class,Consumer,Office Supplies,Paper,OFF-PA-10001243,10.0,10.0,1,5,2980
7160,2022-04-22,Second Class,Home Office,Technology,Phones,TEC-PH-10004447,200.0,220.0,2,5,1381
7161,2022-08-11,Second Class,Home Office,Office Supplies,Fasteners,OFF-FA-10002280,20.0,20.0,4,2,2498
7162,2022-05-19,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10004734,20.0,20.0,3,4,1631
7163,2022-11-23,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000145,20.0,20.0,5,2,571
7164,2023-10-04,Second Class,Corporate,Office Supplies,Envelopes,OFF-EN-10004773,200.0,250.0,8,5,1603
7165,2022-05-27,Second Class,Corporate,Office Supplies,Binders,OFF-BI-10004970,10.0,10.0,3,3,4887
7166,2023-12-25,First Class,Consumer,Office Supplies,Storage,OFF-ST-10000604,60.0,70.0,2,5,1269
7167,2023-06-18,Second Class,Consumer,Office Supplies,Art,OFF-AR-10003190,10.0,10.0,4,4,1990
7168,2022-12-21,Second Class,Consumer,Furniture,Chairs,FUR-CH-10000155,630.0,720.0,3,4,492
7169,2023-04-09,Second Class,Consumer,Office Supplies,Storage,OFF-ST-10003058,210.0,240.0,10,5,2847
7170,2023-04-28,Second Class,Consumer,Furniture,Tables,FUR-TA-10004767,150.0,170.0,3,5,5077
7171,2022-08-29,Standard Class,Consumer,Furniture,Chairs,FUR-CH-10002372,120.0,150.0,2,3,453
7172,2023-12-10,Second Class,Consumer,Technology,Accessories,TEC-AC-10000158,90.0,110.0,3,4,1568
7173,2023-08-13,Standard Class,Corporate,Technology,Accessories,TEC-AC-10000158,110.0,140.0,5,2,280
7174,2022-08-14,Standard Class,Corporate,Technology,Copiers,TEC-CO-10002313,1940.0,2400.0,5,3,1872
7175,2023-06-09,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10002581,60.0,70.0,3,5,2773
7176,2023-08-13,Standard Class,Corporate,Office Supplies,Appliances,OFF-AP-10001205,80.0,90.0,8,2,5065
7177,2022-08-01,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10000344,20.0,30.0,3,4,2553
7178,2022-08-15,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10002897,10.0,10.0,2,3,3547
7179,2022-04-12,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10003694,10.0,10.0,3,2,3169
7180,2022-03-30,Standard Class,Consumer,Technology,Phones,TEC-PH-10001644,80.0,90.0,3,2,2366
7181,2022-05-06,First Class,Corporate,Office Supplies,Art,OFF-AR-10002399,10.0,10.0,3,2,4040
7182,2023-06-05,Second Class,Consumer,Technology,Accessories,TEC-AC-10003063,30.0,40.0,2,3,4859
7183,2022-07-17,Standard Class,Home Office,Office Supplies,Binders,OFF-BI-10002071,20.0,20.0,5,4,2738
7184,2022-03-29,First Class,Consumer,Furniture,Chairs,FUR-CH-10004218,730.0,910.0,9,5,3638
7185,2022-09-29,Standard Class,Home Office,Office Supplies,Supplies,OFF-SU-10000432,10.0,10.0,2,3,3606
7186,2022-02-18,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10003183,10.0,10.0,3,5,25
7187,2022-10-31,Standard Class,Home Office,Furniture,Chairs,FUR-CH-10002017,60.0,70.0,4,2,2235
7188,2022-03-26,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10003247,20.0,20.0,2,4,2516
7189,2022-12-12,Standard Class,Home Office,Office Supplies,Appliances,OFF-AP-10001563,40.0,40.0,4,3,2593
7190,2023-04-08,First Class,Home Office,Technology,Phones,TEC-PH-10004908,180.0,200.0,3,4,287
7191,2022-04-14,First Class,Home Office,Furniture,Tables,FUR-TA-10003392,620.0,670.0,3,2,1788
7192,2022-05-15,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10004140,10.0,10.0,4,2,420
7193,2023-10-26,Second Class,Consumer,Office Supplies,Art,OFF-AR-10003631,30.0,30.0,8,2,3766
7194,2023-04-24,First Class,Consumer,Office Supplies,Storage,OFF-ST-10003716,1120.0,1350.0,6,3,444
7195,2023-07-03,First Class,Consumer,Office Supplies,Binders,OFF-BI-10003274,20.0,20.0,4,4,1454
7196,2023-09-12,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10004848,20.0,20.0,2,5,2127
7197,2022-06-04,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10003504,20.0,20.0,5,3,4145
7198,2022-07-04,Standard Class,Home Office,Office Supplies,Labels,OFF-LA-10000305,10.0,10.0,2,2,1381
7199,2023-07-10,Standard Class,Home Office,Office Supplies,Art,OFF-AR-10001427,10.0,10.0,2,2,987
7200,2023-12-27,Standard Class,Home Office,Technology,Phones,TEC-PH-10004614,130.0,140.0,2,5,2264
7201,2023-09-07,Standard Class,Consumer,Technology,Phones,TEC-PH-10001944,110.0,120.0,1,3,689
7202,2022-12-06,Standard Class,Consumer,Furniture,Tables,FUR-TA-10001039,290.0,330.0,7,5,4874
7203,2022-08-16,Same Day,Corporate,Furniture,Furnishings,FUR-FU-10003806,650.0,760.0,5,5,64
7204,2023-05-15,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10002111,10.0,10.0,3,5,3808
7205,2023-07-26,Standard Class,Consumer,Office Supplies,Art,OFF-AR-10000817,10.0,10.0,2,5,1679
7206,2023-02-21,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10001424,20.0,20.0,2,4,762
7207,2023-08-17,Standard Class,Consumer,Technology,Machines,TEC-MA-10002930,340.0,370.0,11,4,1110
7208,2023-09-30,First Class,Corporate,Office Supplies,Art,OFF-AR-10003759,10.0,10.0,2,5,3218
7209,2023-09-25,First Class,Corporate,Office Supplies,Paper,OFF-PA-10001837,20.0,20.0,4,2,717
7210,2023-02-12,First Class,Corporate,Office Supplies,Paper,OFF-PA-10001667,10.0,10.0,2,4,4936
7211,2023-08-09,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10000246,20.0,30.0,3,4,1370
7212,2023-08-31,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10001078,40.0,50.0,12,5,2189
7213,2022-10-21,Standard Class,Corporate,Office Supplies,Binders,OFF-BI-10000138,10.0,10.0,3,4,1918
7214,2023-10-03,Standard Class,Consumer,Office Supplies,Labels,OFF-LA-10002034,10.0,10.0,3,3,4508
7215,2022-10-07,Second Class,Corporate,Office Supplies,Art,OFF-AR-10000127,20.0,20.0,5,2,2248
7216,2023-11-12,Second Class,Corporate,Office Supplies,Paper,OFF-PA-10003172,30.0,30.0,4,3,2089
7217,2023-04-02,First Class,Consumer,Office Supplies,Art,OFF-AR-10001246,10.0,10.0,3,4,329
7218,2023-08-07,First Class,Consumer,Office Supplies,Binders,OFF-BI-10002026,60.0,60.0,2,2,1626
7219,2022-05-30,First Class,Consumer,Technology,Accessories,TEC-AC-10000844,300.0,340.0,4,4,4024
7220,2023-07-15,First Class,Consumer,Office Supplies,Binders,OFF-BI-10001575,40.0,50.0,2,4,3043
7221,2023-03-18,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10004632,250.0,270.0,3,5,4969
7222,2023-01-17,Standard Class,Consumer,Technology,Phones,TEC-PH-10000193,130.0,140.0,3,2,2748
7223,2023-07-11,Standard Class,Consumer,Technology,Accessories,TEC-AC-10003441,30.0,40.0,3,3,4949
7224,2023-12-15,Standard Class,Consumer,Technology,Phones,TEC-PH-10004093,100.0,110.0,3,3,812
7225,2022-12-20,Standard Class,Consumer,Office Supplies,Appliances,OFF-AP-10002998,130.0,150.0,7,2,1305
7226,2022-12-17,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10000073,30.0,30.0,4,2,647
7227,2023-11-14,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10001125,110.0,120.0,5,4,874
7228,2023-04-28,Standard Class,Corporate,Technology,Accessories,TEC-AC-10003033,1080.0,1320.0,5,4,1873
7229,2022-06-21,First Class,Consumer,Office Supplies,Binders,OFF-BI-10002498,70.0,90.0,6,3,2181
7230,2023-04-07,First Class,Consumer,Office Supplies,Paper,OFF-PA-10004569,20.0,20.0,3,4,3558
7231,2022-05-19,First Class,Consumer,Office Supplies,Binders,OFF-BI-10002353,20.0,30.0,2,4,4916
7232,2023-12-29,First Class,Consumer,Office Supplies,Appliances,OFF-AP-10001564,410.0,470.0,2,5,3597
7233,2023-03-22,First Class,Consumer,Office Supplies,Paper,OFF-PA-10003673,30.0,30.0,4,5,4793
7234,2022-02-10,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10003347,90.0,110.0,8,5,4247
7235,2022-06-08,Standard Class,Consumer,Office Supplies,Paper,OFF-PA-10001934,10.0,10.0,2,5,2136
7236,2022-05-25,Standard Class,Consumer,Office Supplies,Binders,OFF-BI-10000632,60.0,70.0,2,5,4792
7237,2022-05-05,First Class,Consumer,Office Supplies,Art,OFF-AR-10003190,10.0,10.0,3,4,422
7238,2022-08-23,Same Day,Corporate,Technology,Machines,TEC-MA-10000904,270.0,340.0,3,2,1787
7239,2022-02-18,Standard Class,Consumer,Furniture,Furnishings,FUR-FU-10000771,40.0,40.0,7,2,4282
7240,2022-04-07,Standard Class,Consumer,Office Supplies,Envelopes,OFF-EN-10001990,40.0,40.0,7,3,2377
7241,2023-12-05,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10002445,70.0,70.0,7,5,513
7242,2023-10-24,Second Class,Consumer,Office Supplies,Binders,OFF-BI-10003638,80.0,90.0,6,2,4090
7243,2023-09-29,Second Class,Consumer,Furniture,Furnishings,FUR-FU-10004864,20.0,20.0,2,3,4767
7244,2022-02-27,Second Class,Consumer,Furniture,Chairs,FUR-CH-10002024,3540.0,4420.0,9,3,1885
7245,2023-07-01,First Class,Consumer,Office Supplies,Art,OFF-AR-10002445,40.0,50.0,7,4,3845
7246,2022-01-19,Standard Class,Consumer,Office Supplies,Storage,OFF-ST-10001370,310.0,350.0,5,2,2784
7247,2023-11-13,Standard Class,Corporate,Office Supplies,Labels,OFF-LA-10000305,20.0,20.0,3,4,3567
7248,2023-08-08,Standard Class,Corporate,Furniture,Bookcases,FUR-BO-10001972,250.0,300.0,5,5,1490
7249,2023-05-11,Standard Class,Corporate,Office Supplies,Storage,OFF-ST-10002486,30.0,40.0,8,4,1903
7250,2023-07-04,Second Class,Consumer,Technology,Accessories,TEC-AC-10001874,100.0,120.0,2,2,4955
7251,2023-06-15,Second Class,Consumer,Technology,Accessories,TEC-AC-10003870,810.0,990.0,3,3,1816
7252,2023-09-11,Standard Class,Corporate,Office Supplies,Labels,OFF-LA-10002473,10.0,10.0,4,2,4719
7253,2023-06-14,Standard Class,Corporate,Office Supplies,Paper,OFF-PA-10003790,70.0,70.0,3,2,2397
7254,2023-11-17,Standard Class,Home Office,Office Supplies,Appliances,OFF-AP-10002684,300.0,360.0,3,3,4785
7255,2022-06-05,Standard Class,Home Office,Furniture,Furnishings,FUR-FU-10001037,40.0,50.0,5,2,4277
7256,2022-08-02,Standard Class,Home Office,Office Supplies,Storage,OFF-ST-10000876,40.0,50.0,4,5,2654
