Customer ID,Age,Gender,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
3246,63,Female,76,Kansas,M,Purple,Fall,3.2,No,No,20,Cash,Weekly
4910,59,Other,,Houston,M,Blue,Winter,,No,No,,Credit Card,Monthly
205,24,Male,100,Arizona,M,Yellow,Fall,4,Yes,Yes,35,Cash,Bi-Weekly
1209,20,Male,100,Wisconsin,S,Red,Winter,,No,Yes,8,Debit Card,Annually
3229,37,Female,95,Connecticut,M,Yellow,Spring,4.6,No,No,27,PayPal,Annually
3073,26,Female,98,New York,L,Peach,Spring,3.1,No,No,46,PayPal,Quarterly
237,38,Male,68,North Dakota,L,Green,Winter,3.4,Yes,Yes,39,PayPal,Fortnightly
4085,67,Female,70.87,Chicago,,Green,Autumn,2,No,No,,Credit Card,Weekly
2941,61,Female,85,Massachusetts,L,Beige,Summer,4.8,No,No,13,Cash,Monthly
2648,60,Male,58,South Carolina,M,Red,Summer,3.3,No,No,25,Debit Card,Annually
3083,56,Female,99,Utah,M,Maroon,Spring,4,No,No,20,Bank Transfer,Annually
234,19,Male,83,Arizona,XL,Yellow,Fall,4.5,Yes,Yes,27,Bank Transfer,Every 3 Months
2697,57,Female,20,South Dakota,M,White,Spring,4.7,No,No,12,Debit Card,Monthly
3130,60,Female,20,Maryland,S,Cyan,Summer,4.7,No,No,40,Venmo,Every 3 Months
1068,18,Male,43,Pennsylvania,S,Peach,Summer,2.7,No,Yes,22,PayPal,Quarterly
1095,25,Male,40,Connecticut,M,Black,Winter,4.8,No,Yes,25,Cash,Quarterly
284,32,Male,30,Montana,S,Maroon,Fall,3.2,Yes,Yes,16,Venmo,Annually
1413,25,Male,100,Michigan,M,Charcoal,Summer,2.6,No,Yes,43,Venmo,Annually
172,29,Male,35,Virginia,M,Blue,Summer,3.6,Yes,Yes,4,Credit Card,Weekly
4115,69,Other,,Los Angeles,M,Red,Winter,3,No,No,5,Credit Card,Weekly
6,46,Male,20,Wyoming,M,White,Summer,2.9,Yes,Yes,14,Venmo,Weekly
249,47,Male,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Yes,33,PayPal,Weekly
854,62,Male,43,Delaware,L,Orange,Winter,4,Yes,Yes,35,Cash,Monthly
3615,46,Female,25,Delaware,L,Maroon,Spring,4.7,No,No,19,Bank Transfer,Annually
4268,62,Other,,New York,L,Blue,Spring,,Yes,Yes,12,PayPal,Quarterly
3097,69,Female,63,Kansas,L,White,Winter,3.5,No,No,20,Bank Transfer,Monthly
2260,60,Male,96,Florida,XL,Beige,Spring,3.3,No,No,24,Cash,Annually
1137,23,Male,83,Illinois,S,Cyan,Summer,4.8,No,Yes,37,Cash,Monthly
1035,68,Male,29,Maryland,M,Olive,Fall,4.2,Yes,Yes,44,Bank Transfer,Weekly
682,30,Male,59,Louisiana,XL,Purple,Winter,3.8,Yes,Yes,24,Credit Card,Every 3 Months
1057,20,Male,64,Idaho,L,Black,Winter,2.9,No,Yes,42,Venmo,Fortnightly
2681,44,Female,37,Nebraska,L,Indigo,Fall,3.3,No,No,21,Venmo,Annually
3819,70,Female,41,Oregon,XL,Indigo,Winter,3.8,No,No,42,Cash,Monthly
587,45,Male,20,Wisconsin,S,Blue,Winter,4.9,Yes,Yes,9,Venmo,Annually
1386,41,Male,64,Mississippi,M,Indigo,Fall,2.6,No,Yes,1,Bank Transfer,Bi-Weekly
4853,70,Other,1481.42,Chicago,L,Black,Winter,1,No,No,1,Cash,Weekly
2424,49,Male,81,West Virginia,M,Purple,Summer,2.8,No,No,7,Credit Card,Every 3 Months
768,27,Male,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Yes,11,Cash,Annually
3058,67,Female,22,North Carolina,M,Blue,Spring,3.4,No,No,26,Bank Transfer,Weekly
435,50,Male,52,Oklahoma,L,Pink,Spring,4,Yes,Yes,39,PayPal,Every 3 Months
629,69,Male,85,Massachusetts,M,White,Fall,,Yes,Yes,29,Credit Card,Monthly
3851,27,Female,74,Mississippi,L,Indigo,Summer,4.4,No,No,25,Debit Card,Every 3 Months
3709,40,Female,96,South Carolina,M,Red,Fall,4.9,No,No,41,PayPal,Monthly
207,24,Male,55,Wisconsin,L,Silver,Summer,4.2,Yes,Yes,6,Venmo,Fortnightly
2366,52,Male,91,Wyoming,S,Peach,Winter,2.5,No,No,32,Venmo,Monthly
2820,67,Female,27,Georgia,L,Lavender,Spring,3,No,No,19,Cash,Monthly
3192,62,Female,68,Mississippi,XL,Maroon,Winter,4.7,No,No,42,Credit Card,Every 3 Months
1375,22,Male,97,New York,M,Red,Fall,2.7,No,Yes,5,Bank Transfer,Quarterly
2293,43,Male,34,Vermont,S,Beige,Spring,3.8,No,No,31,Debit Card,Monthly
3486,50,Female,21,Massachusetts,XL,Brown,Winter,3.4,No,No,23,Debit Card,Fortnightly
4170,55,Male,902.86,Chicago,,Blue,Spring,,No,No,,Debit Card,Quarterly
439,52,Male,23,Iowa,M,Turquoise,Winter,4.3,Yes,Yes,12,Credit Card,Fortnightly
991,48,Male,63,Washington,S,Yellow,Spring,4.8,Yes,Yes,24,Cash,Weekly
1944,32,Male,53,Wisconsin,L,Violet,Summer,3.8,No,No,45,Cash,Annually
1502,37,Male,55,Alaska,XL,Silver,Spring,2.7,No,Yes,13,Debit Card,Every 3 Months
42,67,Male,39,Alaska,M,Orange,Spring,4.5,Yes,Yes,40,Venmo,Annually
173,54,Male,67,Nebraska,M,Violet,Summer,3.9,Yes,Yes,42,Credit Card,Bi-Weekly
4369,45,Other,,Chicago,XL,Blue,Autumn,1,No,Yes,2,Debit Card,Monthly
5025,55,Female,650.7,New York,XL,White,Autumn,3,No,Yes,28,Cash,Monthly
4623,47,Male,,Chicago,,Green,Summer,,Yes,No,35,PayPal,Monthly
1097,57,Male,46,New Hampshire,S,Beige,Fall,2.6,No,Yes,48,Credit Card,Annually
4241,29,Male,,New York,,Green,Winter,,Yes,Yes,17,Debit Card,Quarterly
323,41,Male,95,Tennessee,S,Cyan,Winter,3,Yes,Yes,47,Credit Card,Monthly
1459,35,Male,28,Missouri,M,Peach,Spring,2.9,No,Yes,34,Venmo,Weekly
2849,33,Female,72,Wisconsin,L,Gray,Fall,4.9,No,No,28,Bank Transfer,Quarterly
1112,22,Male,66,New York,S,Olive,Summer,4.1,No,Yes,4,Credit Card,Bi-Weekly
3218,44,Female,58,Oregon,M,Silver,Fall,3.4,No,No,46,Venmo,Weekly
611,53,Male,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Yes,27,Bank Transfer,Every 3 Months
4604,66,Female,561.28,New York,,Red,Winter,5,No,No,,Credit Card,Weekly
3101,50,Female,85,Vermont,L,Purple,Winter,3.9,No,No,3,Bank Transfer,Weekly
3332,55,Female,58,California,M,Pink,Summer,3.5,No,No,39,PayPal,Quarterly
605,44,Male,92,West Virginia,S,Pink,Fall,4.4,Yes,Yes,11,Credit Card,Every 3 Months
81,19,Male,72,New York,XL,Blue,Summer,,Yes,Yes,24,Credit Card,Every 3 Months
5084,53,Male,,Houston,,Blue,Spring,,No,No,,Debit Card,Quarterly
958,38,Male,23,Indiana,XL,Violet,Spring,4.7,Yes,Yes,11,Cash,Quarterly
5090,65,Other,,Los Angeles,,Blue,Winter,2,No,Yes,21,Credit Card,Weekly
4578,44,Other,,Chicago,L,Black,Winter,,Yes,Yes,26,Cash,Weekly
2881,19,Female,61,Florida,L,Beige,Winter,4.8,No,No,43,PayPal,Quarterly
2860,31,Female,32,Utah,L,Yellow,Fall,3.4,No,No,29,Bank Transfer,Annually
2279,61,Male,25,Maryland,M,Maroon,Fall,3.8,No,No,6,Cash,Every 3 Months
4271,58,Female,,New York,,Blue,Spring,,No,Yes,15,Credit Card,Monthly
4960,52,Male,286.38,Chicago,L,Black,Autumn,1,Yes,Yes,,PayPal,Quarterly
584,25,Male,78,California,L,Yellow,Spring,4,Yes,Yes,38,PayPal,Monthly
3447,51,Female,55,Louisiana,S,Purple,Spring,5,No,No,20,Cash,Weekly
999,51,Male,90,Connecticut,M,White,Spring,3.8,Yes,Yes,48,Bank Transfer,Bi-Weekly
874,51,Male,77,Mississippi,M,Pink,Summer,4.2,Yes,Yes,24,Venmo,Quarterly
2543,61,Male,22,Arkansas,M,White,Winter,3.7,No,No,27,PayPal,Annually
1859,22,Male,69,Maine,S,Peach,Spring,4.9,No,No,8,Debit Card,Annually
2961,57,Female,48,Indiana,S,Olive,Spring,3.6,No,No,47,Credit Card,Weekly
4784,57,Male,1360.55,New York,L,Blue,Summer,,Yes,Yes,,Credit Card,Monthly
3807,18,Female,71,Missouri,M,Teal,Spring,3,No,No,41,PayPal,Weekly
5,45,Male,49,Oregon,M,Turquoise,Spring,2.7,Yes,Yes,31,PayPal,Annually
2702,49,Female,30,Idaho,L,Silver,Summer,2.8,No,No,18,Bank Transfer,Fortnightly
888,70,Male,47,Minnesota,L,Turquoise,Winter,3.3,Yes,Yes,33,PayPal,Fortnightly
1311,43,Male,59,South Carolina,L,Brown,Winter,3.1,No,Yes,38,Credit Card,Every 3 Months
3317,42,Female,45,New Mexico,M,Olive,Summer,3.1,No,No,5,Debit Card,Fortnightly
2930,31,Female,53,Maine,XL,White,Winter,4.5,No,No,42,Venmo,Fortnightly
2570,42,Male,75,New York,M,Charcoal,Spring,4.8,No,No,10,Bank Transfer,Bi-Weekly
3145,23,Female,70,Maine,L,Beige,Spring,2.6,No,No,12,Debit Card,Quarterly
911,49,Male,25,South Carolina,S,Pink,Spring,3.4,Yes,Yes,22,Credit Card,Monthly
349,56,Male,59,South Carolina,M,Beige,Fall,2.7,Yes,Yes,17,PayPal,Fortnightly
3877,60,Female,85,Wisconsin,S,Cyan,Fall,2.6,No,No,7,Cash,Annually
4251,20,Male,956.02,Chicago,XL,White,Spring,,Yes,Yes,6,Cash,Monthly
4287,29,Male,,New York,XL,Green,Autumn,,Yes,No,1,Cash,Monthly
5036,30,Female,,Los Angeles,M,Blue,Summer,4,No,Yes,30,Debit Card,Weekly
4988,46,Other,1164.11,Los Angeles,S,Green,Autumn,,Yes,No,,PayPal,Monthly
5001,24,Other,,Chicago,L,Green,Autumn,3,Yes,No,45,Cash,Weekly
1693,56,Male,75,Utah,M,Beige,Winter,2.6,No,No,33,Cash,Bi-Weekly
1376,42,Male,31,Maine,L,Brown,Spring,4.1,No,Yes,8,Credit Card,Annually
5079,60,Female,,New York,M,Black,Spring,,Yes,No,,Credit Card,Quarterly
147,52,Male,30,Colorado,S,Black,Fall,4,Yes,Yes,21,Venmo,Fortnightly
1694,63,Male,88,Tennessee,XL,Olive,Fall,4.9,No,No,45,Bank Transfer,Fortnightly
3547,60,Female,79,Kansas,M,Violet,Summer,3.6,No,No,37,Bank Transfer,Bi-Weekly
828,31,Male,51,Colorado,S,Green,Fall,4.1,Yes,Yes,33,Bank Transfer,Fortnightly
497,30,Male,63,California,S,Maroon,Fall,3.3,Yes,Yes,31,Venmo,Fortnightly
1931,66,Male,52,North Carolina,L,Turquoise,Spring,3.5,No,No,26,Cash,Weekly
1421,22,Male,53,California,XL,Gray,Summer,4.6,No,Yes,45,PayPal,Every 3 Months
4635,56,Male,1096.71,Phoenix,M,Blue,Spring,4,No,Yes,,Credit Card,Monthly
3494,48,Female,82,New Mexico,XL,Black,Winter,4.7,No,No,35,Credit Card,Weekly
2617,61,Male,55,Georgia,XL,Purple,Spring,3.6,No,No,46,Cash,Annually
2827,32,Female,43,Florida,L,Brown,Fall,3.6,No,No,23,Venmo,Annually
2271,27,Male,72,Georgia,L,Purple,Spring,3.5,No,No,7,Venmo,Weekly
3441,45,Female,63,Maryland,L,Magenta,Fall,4.3,No,No,2,PayPal,Weekly
2208,69,Male,38,New Mexico,M,Gray,Fall,2.9,No,No,11,Credit Card,Annually
3781,54,Female,57,Mississippi,L,Yellow,Fall,4.1,No,No,41,Venmo,Quarterly
154,69,Male,55,North Carolina,M,Maroon,Winter,3.2,Yes,Yes,22,Debit Card,Annually
1390,59,Male,72,Illinois,L,Orange,Fall,2.6,No,Yes,8,Debit Card,Fortnightly
2312,27,Male,28,Montana,L,Gold,Spring,4.8,No,No,10,Bank Transfer,Every 3 Months
2429,65,Male,38,Idaho,M,Violet,Spring,4.4,No,No,34,Debit Card,Annually
2608,41,Male,36,Oklahoma,XL,Teal,Spring,3.1,No,No,38,PayPal,Every 3 Months
2429,65,Male,38,Idaho,M,Violet,Spring,4.4,No,No,34,Debit Card,Annually
266,32,Male,59,Michigan,M,Gray,Spring,3.2,Yes,Yes,17,Bank Transfer,Bi-Weekly
2780,61,Female,66,Montana,L,Blue,Winter,4.3,No,No,14,Credit Card,Fortnightly
3868,46,Female,21,Maryland,L,Lavender,Summer,2.7,No,No,28,Credit Card,Monthly
4021,32,Female,,Houston,S,Black,Winter,4,Yes,No,,Credit Card,Quarterly
4399,40,Female,,Los Angeles,L,White,Winter,3,Yes,No,,Cash,Quarterly
2413,53,Male,51,Oregon,M,Pink,Winter,4.3,No,No,8,Bank Transfer,Bi-Weekly
1305,64,Male,63,Montana,S,Orange,Spring,4,No,Yes,18,PayPal,Every 3 Months
1378,33,Male,54,Maryland,L,Olive,Spring,3,No,Yes,42,Venmo,Monthly
3809,33,Female,28,Washington,M,Pink,Winter,4.7,No,No,6,Debit Card,Bi-Weekly
4339,31,Female,843.84,Phoenix,M,Green,Spring,5,No,Yes,,Debit Card,Quarterly
3205,57,Female,92,New Mexico,XL,Lavender,Fall,4.3,No,No,23,Debit Card,Bi-Weekly
4433,32,Male,,Houston,S,Red,Winter,,Yes,No,,Cash,Quarterly
1860,54,Male,26,New Jersey,L,Beige,Summer,3.7,No,No,29,Debit Card,Fortnightly
1869,23,Male,58,Indiana,M,Silver,Spring,4.7,No,No,44,Cash,Fortnightly
3495,62,Female,38,Washington,M,Silver,Winter,3.5,No,No,41,PayPal,Quarterly
3249,22,Female,79,Pennsylvania,S,Teal,Summer,4.2,No,No,41,Bank Transfer,Quarterly
1773,58,Male,34,Hawaii,M,Gold,Summer,3.1,No,No,1,Bank Transfer,Annually
729,29,Male,78,Nebraska,M,Pink,Winter,3.7,Yes,Yes,12,PayPal,Every 3 Months
4422,24,Male,680.04,Chicago,M,White,Winter,,Yes,Yes,12,Debit Card,Quarterly
2364,60,Male,79,Pennsylvania,XL,Pink,Winter,4.2,No,No,38,Cash,Bi-Weekly
3446,42,Female,58,Florida,M,Magenta,Fall,4.9,No,No,3,Debit Card,Annually
3213,27,Female,22,Wyoming,M,Indigo,Winter,3.6,No,No,21,Debit Card,Weekly
1315,42,Male,67,Missouri,S,Magenta,Summer,3.4,No,Yes,49,Debit Card,Annually
2808,56,Female,100,Maryland,M,Charcoal,Spring,4.4,No,No,10,Debit Card,Fortnightly
2463,68,Male,99,Missouri,XL,Orange,Spring,4.3,No,No,31,Bank Transfer,Bi-Weekly
2857,65,Female,48,Iowa,M,Indigo,Winter,3.5,No,No,31,Credit Card,Monthly
2620,68,Male,40,Connecticut,L,Indigo,Winter,3.9,No,No,47,Credit Card,Weekly
2663,25,Female,98,Nebraska,M,Cyan,Summer,2.8,No,No,44,PayPal,Fortnightly
5096,56,Female,,Chicago,,Blue,Summer,5,Yes,Yes,,Debit Card,Weekly
3379,49,Female,75,Minnesota,L,Gold,Fall,4.5,No,No,6,Cash,Quarterly
4829,66,Male,1311.96,New York,XL,Black,Autumn,2,Yes,Yes,,Debit Card,Monthly
1244,25,Male,23,New Hampshire,S,Pink,Spring,3,No,Yes,22,Debit Card,Annually
615,68,Male,85,Idaho,M,Lavender,Winter,4,Yes,Yes,21,Credit Card,Bi-Weekly
2642,25,Male,60,Vermont,XL,Olive,Winter,2.7,No,No,20,Bank Transfer,Every 3 Months
2061,21,Male,63,Wisconsin,M,Blue,Fall,3.2,No,No,23,Bank Transfer,Quarterly
2889,70,Female,42,Wisconsin,L,Green,Spring,5,No,No,25,Debit Card,Quarterly
567,55,Male,93,Alabama,M,Indigo,Spring,3.6,Yes,Yes,1,Debit Card,Fortnightly
864,49,Male,41,Vermont,M,Cyan,Summer,3.9,Yes,Yes,42,PayPal,Fortnightly
4374,37,Female,144.61,Chicago,,Blue,Summer,3,Yes,Yes,,Cash,Weekly
3285,70,Female,79,Kentucky,L,White,Spring,4.5,No,No,20,Venmo,Annually
2438,43,Male,59,Wyoming,XL,Magenta,Winter,3.4,No,No,34,Credit Card,Weekly
1296,30,Male,60,New Mexico,M,Olive,Fall,2.8,No,Yes,50,PayPal,Weekly
4105,44,Male,580.6,Houston,L,Green,Spring,,Yes,Yes,,PayPal,Weekly
1882,58,Male,41,New Jersey,M,Red,Winter,4.3,No,No,13,Cash,Bi-Weekly
4213,67,Male,444.17,New York,,Blue,Winter,,Yes,Yes,7,PayPal,Quarterly
1581,65,Male,71,North Dakota,L,Cyan,Summer,3.7,No,Yes,30,Cash,Annually
3865,55,Female,99,Wyoming,S,Blue,Winter,4.9,No,No,1,Debit Card,Fortnightly
1623,31,Male,43,Missouri,S,Brown,Winter,4,No,Yes,37,Bank Transfer,Every 3 Months
4267,25,Male,221.06,Houston,M,Black,Autumn,,Yes,No,,Cash,Weekly
4487,23,Female,,Phoenix,S,Green,Summer,5,No,Yes,,Credit Card,Quarterly
1561,57,Male,84,Oregon,M,Teal,Winter,3.8,No,Yes,3,Debit Card,Weekly
3534,50,Female,98,Texas,L,Yellow,Fall,4.7,No,No,30,Venmo,Fortnightly
4060,25,Female,,Houston,,White,Autumn,,No,No,,Credit Card,Quarterly
1544,56,Male,89,Wisconsin,M,Indigo,Fall,4,No,Yes,24,Venmo,Annually
3720,20,Female,91,Pennsylvania,M,Red,Summer,4.1,No,No,8,Bank Transfer,Every 3 Months
4434,47,Male,599.51,Houston,L,Blue,Summer,5,No,Yes,10,Cash,Weekly
3655,21,Female,98,Arkansas,M,Green,Winter,3.3,No,No,10,Credit Card,Annually
2239,40,Male,84,Florida,L,Beige,Winter,3.8,No,No,18,Debit Card,Weekly
3226,53,Female,98,New Hampshire,M,Pink,Fall,3,No,No,31,Credit Card,Weekly
181,51,Male,81,South Dakota,L,Green,Fall,3.3,Yes,Yes,12,Debit Card,Fortnightly
1980,49,Male,98,Tennessee,L,Blue,Spring,2.8,No,No,38,Debit Card,Fortnightly
1029,45,Male,36,Nebraska,S,Lavender,Summer,3.7,Yes,Yes,4,Cash,Fortnightly
2045,49,Male,68,Missouri,L,Orange,Spring,3,No,No,17,PayPal,Fortnightly
2119,60,Male,44,Georgia,M,Olive,Fall,4.2,No,No,28,Debit Card,Quarterly
1107,52,Male,96,Minnesota,L,Violet,Winter,3.6,No,Yes,12,Venmo,Fortnightly
1663,63,Male,24,New Mexico,M,Olive,Winter,4.6,No,Yes,46,Debit Card,Fortnightly
4650,28,Other,175.64,Houston,M,White,Summer,5,No,No,12,Credit Card,Weekly
433,47,Male,86,Indiana,S,Indigo,Fall,3.3,Yes,Yes,26,Venmo,Weekly
2117,67,Male,23,Kansas,M,Teal,Summer,2.9,No,No,50,Debit Card,Bi-Weekly
4810,53,Male,372.33,Los Angeles,,Red,Autumn,,Yes,No,,Cash,Quarterly
3402,44,Female,71,Nevada,L,Peach,Winter,3.4,No,No,39,Credit Card,Weekly
4380,61,Other,1487,Chicago,,Red,Spring,2,No,No,9,Debit Card,Quarterly
3610,21,Female,39,New Mexico,M,Cyan,Summer,3,No,No,31,Debit Card,Monthly
2020,31,Male,68,Idaho,S,Red,Winter,4.7,No,No,23,Cash,Fortnightly
3555,39,Female,55,Louisiana,M,Indigo,Spring,5,No,No,5,Credit Card,Fortnightly
765,55,Male,39,Virginia,XL,Silver,Fall,4.2,Yes,Yes,6,Debit Card,Quarterly
1845,60,Male,26,South Dakota,M,Purple,Spring,2.7,No,No,31,Credit Card,Annually
778,55,Male,32,Wyoming,XL,Silver,Spring,2.5,Yes,Yes,37,Venmo,Weekly
4699,45,Female,,Chicago,L,Blue,Spring,,No,No,,Debit Card,Weekly
91,25,Male,48,South Carolina,L,Violet,Summer,2.9,Yes,Yes,29,Credit Card,Monthly
3284,47,Female,24,North Carolina,L,Purple,Spring,2.9,No,No,10,Debit Card,Every 3 Months
588,29,Male,86,Washington,S,Maroon,Fall,4.2,Yes,Yes,48,Debit Card,Every 3 Months
2115,37,Male,51,Vermont,M,Magenta,Winter,2.9,No,No,12,Debit Card,Annually
1017,20,Male,30,Idaho,XL,Blue,Summer,3.4,Yes,Yes,15,Bank Transfer,Every 3 Months
2610,66,Male,95,Arkansas,M,Black,Summer,3,No,No,18,Debit Card,Bi-Weekly
4920,32,Male,,Houston,XL,Black,Autumn,5,Yes,Yes,41,PayPal,Weekly
442,43,Male,81,Florida,M,Maroon,Winter,4.2,Yes,Yes,32,Credit Card,Annually
1711,19,Male,59,Arkansas,XL,Orange,Fall,3.8,No,No,7,Credit Card,Quarterly
955,60,Male,74,Louisiana,S,Turquoise,Fall,3.5,Yes,Yes,18,Credit Card,Every 3 Months
4421,57,Female,,Phoenix,XL,White,Spring,,No,Yes,,PayPal,Weekly
3646,38,Female,90,Colorado,L,Silver,Summer,3.4,No,No,31,Credit Card,Every 3 Months
2841,40,Female,47,West Virginia,L,Pink,Spring,3.5,No,No,41,Cash,Annually
1551,66,Male,26,Arkansas,S,Black,Summer,2.8,No,Yes,40,Bank Transfer,Quarterly
1012,43,Male,25,Montana,L,Indigo,Spring,2.9,Yes,Yes,32,Debit Card,Fortnightly
680,56,Male,95,Michigan,M,Turquoise,Fall,3.4,Yes,Yes,37,Venmo,Fortnightly
3561,18,Female,96,Kansas,XL,Violet,Fall,3.5,No,No,5,Credit Card,Annually
1708,25,Male,81,Nevada,L,Maroon,Fall,4.9,No,No,25,Cash,Bi-Weekly
4196,19,Female,,Los Angeles,S,White,Autumn,,Yes,No,,Credit Card,Quarterly
124,57,Male,89,Louisiana,L,Brown,Fall,3.1,Yes,Yes,46,Cash,Weekly
1042,36,Male,25,Minnesota,M,Orange,Summer,4.9,Yes,Yes,11,Cash,Fortnightly
4117,34,Other,117.29,Los Angeles,L,Black,Spring,,Yes,No,,Cash,Weekly
3076,54,Female,90,Utah,XL,Beige,Winter,3.6,No,No,21,PayPal,Every 3 Months
1363,41,Male,46,Colorado,M,Gray,Fall,4.3,No,Yes,29,Cash,Weekly
36,54,Male,33,Massachusetts,M,Cyan,Summer,4,Yes,Yes,48,Credit Card,Bi-Weekly
118,50,Male,32,South Dakota,L,Yellow,Summer,4.6,Yes,Yes,29,Cash,Fortnightly
1524,54,Male,88,Georgia,M,White,Summer,3.3,No,Yes,35,Debit Card,Annually
4840,35,Male,1364.38,New York,,Red,Autumn,,Yes,No,,Credit Card,Monthly
1423,44,Male,27,Texas,L,Charcoal,Fall,3.4,No,Yes,3,PayPal,Bi-Weekly
4690,22,Female,1122.1,Houston,L,Black,Summer,,No,No,1,Debit Card,Quarterly
3745,24,Female,51,New Jersey,M,Gray,Summer,2.7,No,No,26,Bank Transfer,Fortnightly
4791,30,Other,,Houston,,White,Autumn,,Yes,Yes,,Credit Card,Monthly
1335,46,Male,52,West Virginia,S,White,Spring,,No,Yes,12,Venmo,Monthly
2874,44,Female,40,Montana,M,Teal,Spring,2.6,No,No,8,Bank Transfer,Monthly
4229,68,Other,882.19,New York,,Green,Winter,,No,Yes,,Debit Card,Weekly
2877,65,Female,84,New Mexico,M,Charcoal,Spring,3.4,No,No,5,Bank Transfer,Fortnightly
2002,51,Male,90,Wyoming,S,Purple,Winter,2.6,No,No,2,Debit Card,Fortnightly
3641,47,Female,31,Minnesota,L,Pink,Spring,4,No,No,17,PayPal,Monthly
1073,48,Male,92,Idaho,L,Gold,Fall,,No,Yes,34,Debit Card,Fortnightly
4157,40,Male,20.19,Phoenix,,Green,Autumn,1,Yes,Yes,,Debit Card,Quarterly
3273,58,Female,99,Texas,M,Lavender,Winter,3.1,No,No,34,PayPal,Quarterly
5013,54,Female,1436.4,Phoenix,M,White,Autumn,,No,Yes,8,PayPal,Quarterly
3669,59,Female,71,Michigan,XL,Magenta,Summer,3.2,No,No,18,Venmo,Annually
3540,29,Female,56,New York,S,Green,Spring,3.2,No,No,17,Credit Card,Bi-Weekly
4554,33,Female,,Los Angeles,L,Black,Winter,3,No,Yes,22,Debit Card,Monthly
1388,21,Male,85,Maryland,M,Gold,Winter,3.8,No,Yes,20,Credit Card,Monthly
4890,36,Female,,Phoenix,S,Blue,Autumn,5,Yes,No,,Credit Card,Weekly
2927,64,Female,82,Maryland,M,Gray,Winter,4.8,No,No,9,Cash,Weekly
2116,44,Male,85,Rhode Island,M,Violet,Winter,3.4,No,No,16,Bank Transfer,Bi-Weekly
1114,28,Male,80,Maryland,M,Purple,Summer,4.8,No,Yes,11,PayPal,Bi-Weekly
3832,36,Female,86,Nevada,L,Silver,Spring,4,No,No,16,Debit Card,Every 3 Months
1746,40,Male,27,West Virginia,L,Red,Winter,3.6,No,No,27,Cash,Weekly
3569,29,Female,71,Arkansas,M,Purple,Spring,4.8,No,No,14,PayPal,Quarterly
2762,31,Female,82,Michigan,M,Purple,Fall,3.4,No,No,3,Credit Card,Every 3 Months
2538,44,Male,49,Maine,M,Purple,Summer,4.1,No,No,30,PayPal,Fortnightly
3330,34,Female,54,New Jersey,M,Gray,Winter,3.8,No,No,1,Debit Card,Bi-Weekly
4495,21,Female,711.4,Los Angeles,,Black,Autumn,,No,No,35,PayPal,Monthly
3793,43,Female,58,Massachusetts,S,Turquoise,Summer,2.6,No,No,2,PayPal,Fortnightly
3391,32,Female,70,Oregon,S,Red,Summer,3,No,No,38,PayPal,Annually
676,64,Male,86,Arkansas,M,Yellow,Spring,2.6,Yes,Yes,9,Cash,Annually
894,33,Male,51,Nebraska,M,Red,Spring,4.7,Yes,Yes,14,Venmo,Monthly
1905,22,Male,71,Nevada,S,Silver,Spring,4.2,No,No,46,Cash,Monthly
2224,30,Male,65,Kansas,M,Gray,Fall,4.7,No,No,5,PayPal,Quarterly
4335,22,Other,,Los Angeles,M,Blue,Spring,5,No,No,1,Debit Card,Weekly
4177,51,Other,,Los Angeles,S,Black,Autumn,,No,No,,Cash,Monthly
1589,48,Male,24,Vermont,L,Cyan,Winter,3.2,No,Yes,3,Venmo,Monthly
3015,24,Female,65,Utah,M,Maroon,Spring,4.5,No,No,38,PayPal,Every 3 Months
2306,68,Male,63,Maine,M,Gold,Summer,2.6,No,No,47,Cash,Weekly
3288,24,Female,63,West Virginia,L,Black,Spring,4.3,No,No,38,Credit Card,Weekly
4178,63,Other,,Houston,,Blue,Summer,,Yes,No,15,PayPal,Quarterly
2010,37,Male,99,Alabama,M,Indigo,Summer,3.8,No,No,26,Venmo,Bi-Weekly
2558,70,Male,23,Oklahoma,L,Cyan,Spring,3.9,No,No,17,PayPal,Fortnightly
1508,66,Male,86,Pennsylvania,S,Maroon,Winter,3.7,No,Yes,7,Venmo,Annually
123,40,Male,40,Washington,L,Brown,Spring,4.8,Yes,Yes,44,Cash,Fortnightly
2955,33,Female,28,South Dakota,M,Indigo,Winter,3.9,No,No,15,Credit Card,Annually
1448,23,Male,57,New Mexico,S,Beige,Summer,3,No,Yes,25,PayPal,Monthly
4936,58,Female,,Houston,XL,Black,Autumn,2,No,No,,PayPal,Weekly
1822,57,Male,53,Maine,M,Teal,Spring,2.8,No,No,29,PayPal,Quarterly
2237,23,Male,88,Louisiana,M,Yellow,Winter,2.7,No,No,18,Debit Card,Fortnightly
4144,22,Female,,Chicago,,White,Autumn,,Yes,Yes,14,PayPal,Quarterly
7,63,Male,85,Montana,M,Gray,Fall,3.2,Yes,Yes,49,Cash,Quarterly
1682,24,Male,95,Virginia,L,Green,Winter,3.7,No,No,14,Credit Card,Bi-Weekly
1253,28,Male,41,Massachusetts,L,Magenta,Fall,4,No,Yes,8,Cash,Quarterly
